1.99943	1.1321	1.17106	1.0925	1.99773	0.718353
0.316957	0.488438	1.99234	1.83752	1.89954	1.76143
1.99968	1.62811	1.64867	1.60704	1.99872	0.650757
0.944238	1.99782	0.860942	1.02548	1.10842	1.99129
1.98113	0.915991	1.15098	0.663716	1.92489	1.16096
1.89875	1.38843	1.77036	0.865912	1.60525	0.0722683
0.820089	1.4268	0.693218	1.86332	1.32745	0.0357636
1.81138	1.85899	1.37093	1.9964	1.28109	1.45583
1.5301	0.426681	0.931854	1.58472	0.341214	1.81794
1.26196	0.6376	1.06833	1.87295	0.407462	1.59347
0.535975	1.85966	1.20741	0.21068	1.71273	1.45835
1.76296	1.68718	1.99437	0.980049	1.10802	0.84656
1.94476	0.642793	1.06707	0.183013	1.7821	1.58682
0.986809	1.19569	1.98444	0.804524	1.02621	0.570322
1.86737	1.09179	1.61945	0.419327	1.48707	0.80799
0.35016	0.205094	1.92282	1.99464	1.87739	1.95794
1.6909	1.95632	1.87598	1.43197	0.859135	1.8272
1.9999	1.13989	1.15649	1.12318	1.99959	0.700642
1.88918	1.96249	1.9803	1.72719	1.56901	1.85135
1.53216	1.13274	1.92721	0.191669	0.34751	0.716895
1.26949	0.770257	0.937315	1.91515	0.388394	1.4067
0.201411	0.654141	1.81452	1.94627	1.95943	1.5721
0.0871298	1.97763	0.211875	0.384185	1.99241	1.91101
0.903841	1.31243	0.753133	1.93936	1.18307	0.277527
1.8298	0.0578752	0.859966	0.754066	1.34818	1.99665
1.34253	1.26559	0.298338	1.99742	0.197615	0.398292
1.97327	1.95007	1.99637	1.85165	1.8938	1.80278
0.98726	1.91435	1.44854	0.441424	1.02532	1.66474
1.92488	1.98937	1.97056	1.85872	1.70515	1.95758
0.3343	1.67698	0.794193	1.35481	1.88824	0.812264
1.66473	1.99928	1.69381	1.63445	0.771312	1.99713
0.195021	0.00998176	1.99142	1.98947	1.96197	1.9999
1.88053	1.86809	1.99968	1.51331	1.53638	1.48976
1.84112	1.99251	1.76667	1.90177	1.38971	1.97009
0.407114	1.89808	1.00348	0.23075	1.83426	1.6027
1.88429	0.327283	0.969721	0.353025	1.55055	1.89289
1.97791	1.66965	1.48803	1.8144	1.91213	0.78774
1.65311	1.02614	0.118096	1.81441	0.732765	0.947039
0.278477	1.67477	1.31578	0.849394	1.92245	0.804838
1.57588	0.461067	1.56163	0.835047	0.483383	1.78742
1.99802	0.285829	0.373656	0.197436	1.99207	1.9183
1.70252	0.414704	0.673657	1.3797	0.898577	1.82802
1.20897	0.0809167	1.54302	1.64084	0.538393	1.99345
1.77167	1.79595	1.99928	1.18256	1.13881	1.22545
1.27098	1.81224	0.498423	1.80489	0.384617	1.28422
1.8873	1.40813	0.858757	1.79881	1.56191	0.0171756
0.361748	0.24658	1.99661	1.90741	1.86914	1.9392
1.14789	1.62489	1.88749	0.0222923	0.682358	0.640281
1.83673	1.99396	1.76971	1.89265	1.37358	1.97587
1.25509	1.73072	1.86648	0.305737	0.424749	0.995399
1.76983	1.92032	1.95963	1.439	1.1323	1.68762
0.684298	1.2731	1.88497	1.01379	1.53174	0.379226
1.24657	1.31396	1.99808	0.360137	0.446072	0.273509
1.98742	0.670096	0.454838	0.876923	1.94983	1.55097
1.34607	1.83363	0.643414	1.82477	0.188099	1.36218
1.3625	0.0729519	1.51283	1.41343	0.143594	1.99468
1.83207	1.99009	1.74325	1.90274	1.35649	1.96047
1.79187	0.557467	0.353717	1.35262	1.21078	1.68923
0.580859	1.93044	0.0603147	1.061	1.6626	1.7266
1.6574	1.98929	1.7642	1.53286	0.746986	1.95729
1.48659	1.72826	1.95794	0.611265	0.209949	0.986874
1.77683	0.826793	1.57049	0.101418	1.15714	1.31641
1.92413	1.08133	0.581289	1.49932	1.70227	0.830735
0.662879	1.50656	0.741718	1.74038	1.56059	0.269718
0.572849	0.665238	1.61656	1.99764	1.67184	1.55746
1.92236	1.93723	1.9992	1.72485	1.69546	1.75286
0.510412	1.99242	0.676645	0.340311	1.73948	1.96975
1.95524	1.99985	1.94988	1.9603	1.82296	1.99939
1.84855	1.75705	1.9887	1.2593	1.41715	1.08722
1.81929	1.85015	1.99849	1.36748	1.30982	1.42307
1.34996	0.627334	1.82464	0.977761	0.177607	1.60645
1.4161	0.546849	0.971313	1.7457	0.00533244	1.70096
0.981135	0.286951	1.86554	1.58401	1.03737	1.91766
1.81165	0.211741	0.650747	1.03435	1.28207	1.95517
1.45101	0.866278	1.86911	0.612128	0.105432	1.24956
0.680587	1.23535	1.89938	1.05862	1.5368	0.47392
1.2788	1.95982	1.55979	0.946433	0.364672	1.84091
0.801616	1.4266	0.712405	1.85599	1.35741	0.0351955
1.6356	1.94467	1.85921	1.32149	0.675184	1.78174
1.13528	1.99992	1.12049	1.14997	0.711147	1.99968
0.543325	0.301831	1.98474	1.82074	1.7048	1.9089
1.99696	0.265409	0.374194	0.155819	1.98786	1.92956
1.63151	1.33804	1.95129	0.231724	0.66182	0.209657
1.85453	0.561631	0.197895	1.23946	1.43929	1.68457
1.80596	1.97861	1.91198	1.66131	1.26149	1.91492
1.68028	1.64605	0.766775	1.99905	0.823327	0.709494
0.124963	1.99651	0.00691513	0.242574	1.98438	1.98606
1.26537	1.99399	1.14156	1.38157	0.39885	1.97599
1.84193	1.98994	1.75462	1.91072	1.39271	1.95988
1.98169	1.6158	1.44187	1.76013	1.92709	0.610794
1.88603	1.60042	1.11011	1.90833	1.55712	0.561335
0.693539	1.98717	0.901197	0.476986	1.519	1.94886
0.13028	1.3131	1.5909	1.41983	1.98303	0.275769
1.13639	0.344359	1.42554	1.81687	0.708611	1.88142
0.869715	0.717004	1.36949	1.99308	1.2436	1.48591
1.99376	0.748707	0.599934	0.892805	1.97506	1.43944
0.844653	1.51973	1.82035	0.536706	1.28656	0.30957
1.50803	1.96008	1.73909	1.21676	0.274146	1.84192
1.46559	1.8936	1.82559	0.949646	0.147954	1.58571
1.8255	1.62978	1.96115	1.01402	1.33247	0.656172
0.755517	1.99841	0.680996	0.828834	1.42919	1.99363
0.997917	1.29544	1.9669	0.674161	1.00416	0.321845
0.991758	1.20267	1.98406	0.791303	1.01642	0.553579
1.7858	1.4733	1.9245	0.706516	1.18907	0.170623
1.24649	0.427766	1.79446	1.26125	0.446251	1.81702
1.76167	0.67445	0.297303	1.48546	1.10349	1.54512
1.43127	1.74235	1.93275	0.561016	0.0485336	1.03577
1.9542	1.99307	1.98282	1.91204	1.8189	1.97234
1.26722	1.38633	1.99366	0.236871	0.394144	0.0780958
0.640789	1.21578	1.1148	1.89386	1.58939	0.521882
0.738306	1.89647	0.10981	1.29036	1.4549	1.5966
1.51592	1.26403	0.0529224	1.96909	0.29802	0.402229
0.703303	0.0416597	1.88651	1.85721	1.50536	1.99826
0.931355	1.70712	0.127141	1.71708	1.13258	0.914266
1.40966	0.146729	1.31151	1.51835	0.0128608	1.97847
0.430378	0.510331	1.77867	1.99831	1.81477	1.73956
1.83291	1.56126	0.930659	1.93099	1.35956	0.437535
1.77649	1.89785	1.39589	1.97562	1.15592	1.60182
1.2322	1.44972	0.192065	1.97842	0.481677	0.101692
1.90624	1.14198	0.591629	1.58527	1.63377	0.695879
1.34064	1.7963	0.551541	1.85665	0.202691	1.22671
0.557291	1.05975	1.92427	1.33368	1.68943	0.876925
1.57333	1.39416	0.211417	1.98205	0.475353	0.0563147
1.95724	1.80631	1.59108	1.94429	1.83078	1.26274
1.5432	0.152157	1.38593	1.15112	0.381474	1.97685
1.2943	0.462784	1.18385	1.78283	0.324782	1.78583
0.165294	0.859585	1.72864	1.87072	1.97268	1.26111
1.99937	1.96308	1.97207	1.95286	1.99748	1.85369
1.31005	1.75947	0.433971	1.87102	0.283768	1.09574
1.98244	1.92427	1.97945	1.8353	1.93008	1.70281
1.09735	1.63148	0.0719986	1.86231	0.795815	0.661731
1.61522	1.60096	1.99986	0.586054	0.608938	0.563085
1.98	0.167972	0.447435	0.114851	1.9204	1.97179
1.97961	0.860186	0.594253	1.10858	1.91886	1.26008
1.77806	0.476105	0.466094	1.31264	1.16151	1.77332
1.87715	1.68085	1.95162	1.20358	1.52368	0.825257
1.11098	0.882153	1.00251	1.98256	0.765726	1.22181
1.98759	1.99064	1.99978	1.95679	1.95051	1.96266
1.09526	1.89992	1.56319	0.517711	0.800406	1.60969
1.51157	1.9723	1.27341	1.70785	0.284841	1.88996
1.98521	1.92842	1.84978	1.97853	1.94105	1.7188
0.861293	1.81034	0.0123862	1.54685	1.25817	1.27733
1.33804	1.97882	1.10809	1.53964	0.209661	1.91572
1.7458	1.99115	1.82979	1.64636	1.04782	1.96467
1.69741	1.08127	1.8075	0.0278684	0.881217	0.830844
1.3204	0.384837	1.72818	1.22004	0.256542	1.8519
0.505719	0.966103	1.93856	1.44999	1.74425	1.06665
1.50613	1.80532	1.92583	0.793225	0.26844	1.25917
0.857895	0.692209	1.99192	1.39808	1.26402	1.52085
0.374567	1.69564	0.724231	1.35936	1.8597	0.875207
1.81993	1.99884	1.84712	1.79063	1.31215	1.99536
1.71014	1.58237	1.98726	0.718807	0.924575	0.50388
1.84893	0.311555	0.4652	1.04124	1.41855	1.90293
1.40673	0.620975	0.914627	1.78817	0.0211168	1.61439
1.96949	1.89338	1.75238	1.97661	1.87887	1.58489
1.93649	0.201476	0.692526	0.302369	1.75001	1.95941
1.89462	0.160461	0.486578	0.790591	1.58957	1.97425
0.612912	1.93917	0.128327	1.06022	1.62434	1.76039
0.255461	1.08073	1.53103	1.80712	1.93474	0.832012
1.29941	1.8605	0.650913	1.76665	0.311521	1.46145
1.99773	0.0798716	0.0154227	0.174985	1.99092	1.99362
1.80161	1.96949	1.92524	1.62301	1.24579	1.87889
1.99734	1.99013	1.97724	1.99771	1.98936	1.9606
1.9086	1.23811	0.712141	1.65093	1.64277	0.467075
1.97136	1.82948	1.93955	1.66702	1.88626	1.347
0.715347	0.233707	1.77131	1.93849	1.48828	1.94538
0.424932	1.93909	0.890637	0.0666552	1.81943	1.76007
1.85038	0.575194	1.2591	0.194771	1.42392	1.66915
0.132368	1.69299	0.950405	1.1745	1.98248	0.866224
1.05347	1.99636	0.949072	1.15403	0.890203	1.98546
1.838	1.10904	1.67539	0.363025	1.37823	0.770025
0.932741	1.9933	1.07429	0.784944	1.12999	1.97325
0.807538	1.80918	0.0494984	1.51048	1.34788	1.27312
1.99013	0.960329	1.12963	0.781549	1.96063	1.07777
1.63987	0.243459	1.33601	0.936771	0.689189	1.94073
0.569597	1.9995	0.612315	0.526595	1.67556	1.998
1.77128	0.198897	0.747998	1.1003	1.13742	1.96044
0.486254	1.85727	0.268164	1.17127	1.76356	1.44947
0.527559	1.84393	0.260727	1.23351	1.72168	1.40007
0.984008	1.09926	0.913757	1.99544	1.03173	0.791621
1.74576	1.60861	0.82424	1.984	1.04767	0.587628
1.32019	0.0524927	1.53649	1.46719	0.257092	1.99724
0.826139	0.503648	1.55466	1.97074	1.31749	1.74634
0.325729	1.91641	0.876635	0.252404	1.8939	1.67263
1.92519	0.500905	1.00678	0.0424469	1.70636	1.74909
1.99691	0.872004	0.770632	0.970681	1.98765	1.23961
1.6772	0.829999	1.68728	0.295212	0.812995	1.3111
1.59673	0.216121	1.02475	1.36983	0.54956	1.95329
1.3224	0.393379	1.21101	1.73121	0.25126	1.84525
1.25085	1.781	1.82391	0.403861	0.435371	1.17198
1.11035	1.88988	0.504867	1.59357	0.767121	1.57166
1.21568	1.96689	1.48333	0.907769	0.522131	1.86865
1.25716	0.313079	1.73311	1.33952	0.419548	1.90198
1.80477	0.770747	1.4908	0.0997744	1.2572	1.40595
0.501781	1.3631	1.07474	1.75872	1.74822	0.141954
0.0309173	1.97686	0.333904	0.272785	1.99904	1.90796
0.596062	0.770329	1.53224	1.9914	1.64471	1.40659
0.866645	1.34111	1.91832	0.756054	1.24893	0.201428
1.40364	1.55028	1.98813	0.187896	0.0298014	0.403364
1.79462	1.18457	0.351626	1.77423	1.22065	0.596785
1.99534	1.9755	1.94961	1.99219	1.98139	1.9026
1.99831	1.60022	1.6482	1.54953	1.99324	0.560705
0.917157	1.73701	0.0844152	1.67753	1.15882	1.01721
1.86947	0.461725	0.259897	1.12308	1.49492	1.78681
1.50543	1.60231	1.99407	0.418097	0.266332	0.567383
1.27007	0.357202	1.74696	1.29329	0.386931	1.87241
0.929724	0.354464	1.90751	1.57796	1.13561	1.87436
0.0622243	0.00361074	1.99914	1.99892	1.99613	1.99999
1.81821	0.351586	1.13979	0.50053	1.30589	1.87639
1.99824	1.8299	1.79445	1.86212	1.99297	1.34853
1.68564	1.32388	0.308971	1.92261	0.841375	0.247345
1.0417	0.421081	1.4497	1.88835	0.914852	1.82269
1.28324	0.238081	1.37038	1.67589	0.353285	1.94332
1.5353	0.00215522	1.28339	1.28008	0.357159	2
0.858533	1.08945	1.9825	1.04717	1.26292	0.813092
1.68767	1.11531	0.0502932	1.83197	0.848229	0.756093
0.732617	0.144438	1.80322	1.90904	1.46327	1.97914
1.85411	1.99216	1.78054	1.91316	1.43773	1.96872
1.84928	0.8402	0.0856829	1.46809	1.41985	1.29406
0.0159398	1.33944	1.4745	1.49585	1.99975	0.205892
1.97105	1.98216	1.99865	1.90829	1.88505	1.92896
1.95795	1.95557	1.99997	1.82893	1.83357	1.82424
0.11799	1.94057	0.36859	0.597557	1.98608	1.76582
0.790652	0.694678	1.44808	1.99733	1.37487	1.51742
1.129	0.288765	1.79657	1.47056	0.72535	1.91661
1.51522	1.76259	1.95225	0.718449	0.295887	1.10671
1.18197	1.69193	1.86021	0.139605	0.602946	0.86264
1.46083	1.84009	1.87925	0.808816	0.134024	1.38594
0.574038	1.92685	1.06645	0.0396399	1.67048	1.71275
0.239908	0.472731	1.986	1.87259	1.94244	1.77653
1.86577	0.869109	0.16201	1.45955	1.48111	1.24465
0.719048	1.96935	0.382567	1.03349	1.48297	1.87835
0.58855	1.90785	1.13495	0.0120819	1.65361	1.6399
0.848233	1.9811	0.591792	1.08864	1.2805	1.92475
1.1448	1.77702	1.76967	0.264665	0.689423	1.15779
0.821469	1.16679	1.96028	1.0018	1.32519	0.638611
0.824507	1.24052	1.94069	0.917866	1.32019	0.461101
0.0566826	1.9125	0.639085	0.53068	1.99679	1.65764
0.834649	1.99897	0.892469	0.775971	1.30336	1.99589
0.0271492	1.99541	0.108279	0.162453	1.99926	1.98167
1.52662	0.480503	0.887452	1.621	0.330559	1.76912
1.83211	1.81305	1.32224	1.99946	1.35662	1.28715
1.00881	0.0355206	1.74458	1.70874	0.982294	1.99874
1.99869	0.0977942	0.169987	0.0254734	1.99477	1.99044
1.07282	1.63727	1.84764	0.0911533	0.849062	0.680643
0.242311	1.98185	0.0267068	0.506933	1.94129	1.92775
1.19498	1.86199	0.52711	1.69794	0.572016	1.46702
1.99997	1.9483	1.95055	1.946	1.9999	1.79587
1.55455	1.70483	1.98305	0.66719	0.416612	0.906462
0.480408	1.89766	0.157258	1.06891	1.76921	1.60111
1.83325	0.428522	0.388133	1.17372	1.36081	1.81637
